content,words,confidence,p_foreign,p_upper,p_cap,avg_length,label,sentiment,emphasis,amplitude,politeness,dirtiness,main_tense,negated,article_id,article_type,user_type,outcome
Financial Times Moves to Single Edition,6,1,0,0,83.33333333,5.666666667,neutral,0,1,0,0,0,present,FALSE,533300,Business,2,0
At Home or Work on the Upper East Side,9,1,0,0,66.66666667,3.333333333,neutral,0,1,0,0,0,present,FALSE,533269,New York House of the Day,1,1
Best of the Web Today: Let's Get Cynical,9,1,0,0,66.66666667,3.666666667,positive,5,1,0.45,0,0,present,FALSE,533333,Best of the Web Today,2,0
Can Amazon Shares Keep Going Up?,6,1,0,0,100,4.5,neutral,1,1,0.142857143,0,0,present,FALSE,533439,Barron's Investment Insight,1,1
Mobile Ad Spending Rises Sharply,5,1,0,0,100,5.6,neutral,0,1,0,0,0,present,FALSE,533399,Technology,2,0
How to Stop Insider Data Theft,6,1,0,0,83.33333333,4.166666667,neutral,0,1,0,0,0,present,FALSE,533265,Journal Reports: Leadership,1,1
Saks CEO to Join J.C. Penney's Board,8,1,0,25,62.5,3.75,neutral,0,1,0,0,0,present,FALSE,533205,Business,1,1
Costco's Profit Rises 1.3%,5,1,0,0,60,4.6,neutral,0,1,0,0,0,present,FALSE,533417,Earnings,2,0
Housing Sales Build Hope for China Growth,7,1,0,0,85.71428571,5,neutral,0,1,0,0,0,present,FALSE,533270,Asian Business News,1,1
"OECD Sees China, Russia Pickup",5,1,0,20,100,5.2,neutral,0,1,0,0,0,present,FALSE,533373,World News,1,1
Indonesia's Baby Steps Toward Hollywood,6,1,0,0,83.33333333,5.833333333,neutral,0,1,0,0,0,present,FALSE,533422,Asia News,1,1
Some Governors Face Fallout Over Health Law Ruling,8,1,0,0,100,5.375,neutral,0,1,0,0,0,present,FALSE,533103,Politics and Policy,2,0
The IRS Rules on Deducting Capital Losses,7,1,0,14.28571429,85.71428571,5,neutral,0,1,0,0,0,present,FALSE,533072,Ask Dow Jones,1,1
Arrest Made in Cold-Case Murders From 1990s,7,1,0,0,57.14285714,5.285714286,negative,6,1,0.332857143,0,0,present,FALSE,533052,NY Crime,1,1
A Store With Plenty of Horse Sense,7,1,0,14.28571429,71.42857143,4,neutral,0,1,0,0,0,present,FALSE,533063,Urban Gardner,1,1
Discover Profit Rises on Loan Growth,6,1,0,0,83.33333333,5.166666667,neutral,0,1,0,0,0,present,FALSE,533117,Business,2,0
Crash Investigators Face Difficult Task,5,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,533054,World News,2,0
Deaths Shake Israel; Resolve Remains,6,1,0,0,83.33333333,5.333333333,neutral,0,1,0,0,0,present,FALSE,533068,Middle East News,1,1
Remembering the Resistance,3,1,0,0,66.66666667,8,neutral,0,1,0,0,0,present,FALSE,533079,Arts & Entertainment,2,1
Specialty Cocktails Selling at W Hotels,6,1,0,16.66666667,66.66666667,5.666666667,neutral,0,1,0,0,0,present,FALSE,533012,Life & Style,2,1
Gold Futures End Lower,4,1,0,0,100,4.75,neutral,0,1,0,0,0,present,FALSE,533028,Commodities,2,1
Shaw's 'A Philadelphia Story' Is No Different From the Movie,11,1,0,9.090909091,72.72727273,4.636363636,neutral,0,1,0,0,0,present,TRUE,533046,Theater,1,0
"Written by Bond, Edward Bond",5,1,0,0,80,4.8,neutral,0,1,0,0,0,present,FALSE,533022,Theater,1,0
Gannett Profit Rises 84% on Broadcasting Unit Growth,8,1,0,0,75,5.625,neutral,0,1,0,0,0,present,FALSE,533064,Earnings,2,1
England's Rapid Fall From Grace,6,1,0,0,83.33333333,4.5,neutral,0,1,0,0,0,present,FALSE,533023,Sports,1,0
The Benefits of Failure,4,1,0,0,75,5,neutral,1,1,0.125,0,0,present,FALSE,533009,Morning Editorial Report,2,0
Crash Probe Slowly Taking Shape,5,1,0,0,100,5.4,neutral,0,1,0,0,0,present,FALSE,532996,Europe News,1,0
Travelers Operating Profit Falls,4,1,0,0,100,7.25,neutral,0,1,0,0,0,present,FALSE,533007,Earnings,2,1
El Al Israel Airlines Sees Revenue Hit,7,1,0,0,100,4.571428571,neutral,0,1,0,0,0,present,FALSE,532994,Business,1,0
Cambodian Politicians End Deadlock,4,1,0,0,100,7.75,neutral,0,1,0,0,0,present,FALSE,532861,World News,2,0
Markets Rise But Russia In Focus,6,1,0,0,100,4.5,neutral,0,1,0,0,0,present,FALSE,532886,Europe Markets,2,0
Steel Dynamics Profit up Sharply,5,1,0,0,80,5.6,neutral,0,1,0,0,0,present,FALSE,532826,Business,1,0
Allan McCollum to Bring 'The Shapes Project' to New York,10,1,0,0,80,4.7,neutral,0,1,0,0,0,present,FALSE,532905,Magazine - What's News,1,0
Domino's Posts Higher Results,5,1,0,0,80,5.2,neutral,0,1,0,0,0,present,FALSE,532848,Earnings,1,0
Spotlight on Schubert,3,1,0,0,66.66666667,6.333333333,neutral,0,1,0,0,0,present,FALSE,532866,Music,2,0
McDonald's Expects More Challenges,5,1,0,0,80,6.2,neutral,0,1,0,0,0,present,FALSE,532799,Earnings,1,0
Volatile Mix: Social Media and Coupons,6,1,0,0,83.33333333,5.5,neutral,0,1,0,0,0,present,FALSE,532794,Business,1,0
What's the Matter With Merkel?,6,1,0,0,66.66666667,4.333333333,neutral,0,1,0,0,0,present,FALSE,532766,Opinion Europe,1,0
Ernst & Young to Buy Parthenon Group,7,1,0,0,71.42857143,4.285714286,neutral,0,1,0,0,0,present,FALSE,532895,Markets Main,2,1
U.S. Treasury End Session Mixed,5,1,0,20,80,5.4,neutral,0,1,0,0,0,present,FALSE,532806,Credit Markets,2,1
Credit Suisse Posts Loss After Settlement,6,1,0,0,100,6,neutral,0,1,0,0,0,present,FALSE,532823,Markets Main,2,1
New Tesco Chief Will Leave Big Hole at Unilever,9,1,0,0,88.88888889,4.333333333,neutral,0,1,0,0,0,future,FALSE,532756,Business,1,1
Allergan to Cut 13% of Workforce,6,1,0,0,50,4.5,neutral,0,1,0,0,0,present,FALSE,532747,Business,2,1
"Antonio Cruz's Cool, Collected Home",6,1,0,0,83.33333333,5.166666667,neutral,0,1,0,0,0,present,FALSE,532743,House Tour,2,1
"Halliburton Names New President, Profit Rises 20%",7,1,0,0,85.71428571,6.142857143,neutral,0,1,0,0,0,present,FALSE,532760,Earnings,2,1
Oil Futures Rise on Expected Supply Decline,7,1,0,0,85.71428571,5.285714286,neutral,0,1,0,0,0,present,FALSE,532739,Commodities,2,1
Up a Creek ... With a Paddle,3,1,0,0,66.66666667,3.666666667,neutral,0,1.2,0,0,0,present,FALSE,532847,Urban Gardner,2,1
Notable & Quotable,3,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,532691,Notable & Quotable,2,1
Mayor Meets Mayor During Italy Vacation,6,1,0,0,100,5.666666667,neutral,0,1,0,0,0,present,FALSE,532700,New York,1,0
James Garner Dies at Age 86,6,1,0,0,66.66666667,3.666666667,neutral,0,1,0,0,0,present,FALSE,532683,Remembrances,2,1
Brian McCann Eyes the Opposite Field,6,1,0,0,83.33333333,5.166666667,neutral,0,1,0,0,0,present,FALSE,538792,NY Yankees,2,1
Fitch Cuts Alcoa's Rating Into Junk Territory,8,1,0,0,87.5,4.875,neutral,2,1,0.125,0,0,present,FALSE,538820,Business,1,1
U.S. Help for Kiev Comes With Caution,7,1,0,14.28571429,71.42857143,4.428571429,neutral,0,1,0,0,0,present,FALSE,538836,Russia News,2,1
A Voice in the Wilderness,5,1,0,20,40,4.2,neutral,0,1,0,0,0,present,FALSE,538830,House Call,2,1
An Old Angel Grateful for His New Wings With the Mets,11,1,0,0,81.81818182,3.909090909,neutral,0,1,0,0,0,present,FALSE,538816,NY Mets,2,1
Listening to Medicare's Billing Data,6,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,538809,Business World,2,1
Nasdaq Closes Below 4000,4,1,0,0,75,5.25,neutral,0,1,0,0,0,present,FALSE,538752,Today's Markets,2,1
U.S. Producer Prices Rise 0.5%,5,1,0,20,60,5.2,neutral,0,1,0,0,0,present,FALSE,538818,U.S. News,1,0
Panel Votes to Reduce Some Drug Sentences,7,1,0,0,85.71428571,5,neutral,2,1,0.142857143,0,0,present,FALSE,538709,U.S. News,1,0
Ryan's Right Symbol,4,1,0,0,75,4.25,neutral,0,1,0,0,0,present,FALSE,538748,Review & Outlook (U.S.),1,0
Beyond Fierce: 30 Years of Dance,6,1,0,0,66.66666667,4.5,neutral,0,1,0,0,0,present,FALSE,538770,NY Culture,1,0
Putting It All on the Table,6,1,0,0,66.66666667,3.666666667,neutral,0,1,0,0,0,present,FALSE,538794,NY Heard & Scene,1,0
Bringing the Men (and Mice) to Broadway,7,1,0,0,57.14285714,4.714285714,neutral,0,1,0,0,0,present,FALSE,538829,Theater,2,0
Disney Names ABC News President,5,1,0,20,100,5.4,neutral,0,1,0,0,0,present,FALSE,538779,Business,1,1
Gypsy Jazz and 15 Years of Eternity,7,1,0,0,57.14285714,4.142857143,neutral,0,1,0,0,0,present,FALSE,538786,NY Culture,1,1
Dollar Falls on Interest Rate Outlook,6,1,0,0,83.33333333,5.333333333,neutral,0,1,0,0,0,present,FALSE,538780,Foreign Exchange,2,0
Treasury Bonds Rally as Investors Seek Safety,7,1,0,0,85.71428571,5.571428571,neutral,0,1,0,0,0,present,FALSE,538727,Credit Markets,2,0
U.S. Import Prices Up 0.6%,5,1,0,20,60,4.4,neutral,0,1,0,0,0,present,FALSE,538636,U.S. News,1,1
"China Aims to Keep Growth Within 'Reasonable Range,' Premier Says",10,1,0,0,90,5.6,neutral,0,1,0,0,0,present,FALSE,538712,China News,1,1
Gastronomy: Lessons From the French Market,6,1,0,0,83.33333333,6.166666667,neutral,0,1,0,0,0,present,FALSE,539330,Bookshelf,2,0
Bank Earnings: What to Watch,5,1,0,0,80,4.8,neutral,0,1,0,0,0,present,FALSE,538665,WSJ Flash Interactive,1,1
Ally Prices Offering at Low End of Guidance,8,1,0,0,75,4.5,neutral,0,1,0,0,0,present,FALSE,538763,IPOs,2,0
PC Shipments Decline Again,4,1,0,25,100,5.75,neutral,0,1,0,0,0,present,FALSE,538749,Technology,1,1
Dollar Weakens After Release of FOMC Minutes,7,1,0,14.28571429,85.71428571,5.428571429,neutral,0,1,0,0,0,present,FALSE,538699,Markets Main,2,0
Red Hot Iceland,3,1,0,0,100,4.333333333,neutral,0,1,0,0,0,present,FALSE,538613,The Market,2,0
Should Pets Have the Same Legal Rights as People?,9,1,0,0,77.77777778,4.555555556,neutral,0,1,0,0,0,present,FALSE,538708,Essay,1,1
China Factory Activity Still Weak,5,1,0,0,100,5.8,neutral,0,1,0,0,0,present,FALSE,539560,China News,1,1
Wal-Mart de Mexico's Net Profit Down on Year,9,1,11.11111111,0,55.55555556,4.111111111,neutral,0,1,0,0,0,present,FALSE,539583,General News,2,0
Popular Inc. in Talks to Sell Branches,7,1,0,0,57.14285714,4.571428571,neutral,0,1,0,0,0,present,FALSE,539507,General News,1,1
Court Strikes Down Ohio Hospital Merger,6,1,0,0,100,5.666666667,neutral,2,1,0.166666667,0,0,present,FALSE,539493,Business,1,1
Here's to Another Century of Cubs Misery,8,1,0,0,62.5,4.25,neutral,0,1,0,0,0,present,FALSE,539519,Brian Costa,2,0
Canada National Railway's Revenue Helped by Strong Energy Markets,10,1,0,0,80,5.7,neutral,0,1,0,0,0,present,FALSE,539486,General News,1,1
Blum to Leave Centers for Medicare and Medicaid Services,9,1,0,0,66.66666667,5.333333333,neutral,0,1,0,0,0,present,FALSE,539565,Politics and Policy,2,0
Fed Looks Likely to Stick to Path,7,1,0,0,71.42857143,3.857142857,neutral,0,1,0,0,0,present,FALSE,539497,Economy,1,1
"United Is Losing, but Owners Aren't",7,1,0,0,71.42857143,4.285714286,neutral,1,1,0.125,0,0,present,TRUE,539556,Soccer,2,0
"Newmont, Barrick Still in Contact After Aborted Merger Talks",9,1,0,0,88.88888889,5.777777778,neutral,0,1,0,0,0,present,FALSE,539449,Business,1,1
Volkswagen Gets Boost in Bid for Scania,7,1,0,0,71.42857143,4.714285714,neutral,0,1,0,0,0,present,FALSE,539466,European Business News,1,1
Russian Social Network CEO Removed,5,1,0,20,100,6,neutral,0,1,0,0,0,present,FALSE,539540,Technology,2,0
Commodity Markets Bullish on China,5,1,0,0,80,6,neutral,0,1,0,0,0,present,FALSE,539467,Commodities,2,0
Canadian Pacific Railway Profit Rises,5,1,0,0,100,6.6,neutral,0,1,0,0,0,present,FALSE,539429,General News,1,1
Smart Money in China Cuts Back on Property,8,1,0,0,75,4.375,neutral,1,1,0.125,0,0,present,FALSE,539448,Asia Markets,1,1
Competition Hits China Mobile,4,1,0,0,100,6.5,neutral,0,1,0,0,0,present,FALSE,539485,Business,2,0
China Details Cut in Rural Banks' Reserve Requirements,8,1,0,0,87.5,5.875,neutral,0,1,0,0,0,present,FALSE,539444,Asia News,1,1
Ukraine Tensions Won't Hit Total's Russian Operations,9,1,0,0,77.77777778,5.222222222,neutral,0,1,0,0,0,future,TRUE,539432,European Business News,2,0
U.S. to Move Troops Amid Ukraine Tensions,7,1,0,14.28571429,71.42857143,5,neutral,0,1,0,0,0,present,FALSE,539437,Europe News,1,1
Philips Sees Tough Year Ahead,5,1,0,0,100,5,neutral,0,1,0,0,0,present,FALSE,539403,Earnings,2,0
Drug Companies Back in Deal Mode,6,1,0,0,83.33333333,4.5,neutral,0,1,0,0,0,present,FALSE,539509,European Business News,1,1
Wanda Cinema Plans Shenzhen IPO,5,1,0,20,100,5.4,neutral,0,1,0,0,0,present,FALSE,539433,Asian Business News,1,1
Time Warner CEO Compensation Up 26%,6,1,0,16.66666667,83.33333333,5,neutral,0,1,0,0,0,present,FALSE,539470,Business,1,1
U.S. Attorney Forms Chicago Crime Unit,6,1,0,16.66666667,83.33333333,5.5,neutral,0,1,0,0,0,present,FALSE,539462,U.S. News,2,0
Hedge Funds Drive to Another Record,6,1,0,0,83.33333333,5,neutral,0,1,0,0,0,present,FALSE,539425,Markets Main,1,1
Fewer Phone Subsidies May Hurt Apple,6,1,0,0,100,5.166666667,neutral,0,1,0,0,0,present,FALSE,539464,Technology,2,0
Banks Battle for Business Trading Stocks,6,1,0,0,83.33333333,5.833333333,neutral,0,1,0,0,0,present,FALSE,539441,Markets Main,1,1
Saudi Arabia Fires Health Minister,5,1,0,0,100,6,neutral,0,1,0,0,0,present,FALSE,539401,Middle East News,1,1
Pakistan Girl Forced to Marry for Uncle's Crime,9,1,0,0,66.66666667,4.444444444,neutral,1,1,0.111111111,0,0,past,FALSE,539404,Asia News,2,0
Caterpillar CEO Compensation Cut 33%,5,1,0,20,80,6.4,neutral,0,1,0,0,0,present,FALSE,539454,Business,2,0
"Newmont, Barrick Bonds Rally on Merger Talks",7,1,0,0,85.71428571,5.428571429,neutral,0,1,0,0,0,present,FALSE,539409,Credit Markets,2,0
U.S. Banks Still Not High on Pot,7,1,0,14.28571429,71.42857143,3.714285714,neutral,0,1,0,0,0,present,TRUE,539420,Markets Main,2,0
What It Was Like to Run in Boston,8,1,0,0,75,3.25,neutral,0,1,0,0,0,past,FALSE,539408,Sports,1,1
U.S. Aims to Defuse Tension Over Control of Internet,9,1,0,11.11111111,66.66666667,4.888888889,neutral,0,1,0,0,0,present,FALSE,539446,Technology,2,0
Toyota Workers in India End Strike,6,1,0,0,83.33333333,4.833333333,neutral,0,1,0,0,0,present,FALSE,539385,India News,2,0
Shanghai's Police to Take Up Arms,7,1,0,0,71.42857143,4,neutral,0,1,0,0,0,present,FALSE,539356,China News,2,0
Barclays to Exit Most Commodities Trading,6,1,0,0,83.33333333,6,neutral,0,1,0,0,0,present,FALSE,539357,European Business News,1,1
"M&A Shops Offer Simple, Risky Bet",6,1,0,16.66666667,83.33333333,4.666666667,neutral,0,1,0,0,0,present,FALSE,539440,Current Account,2,0
Nigeria's Push for New Electricity,6,1,0,0,66.66666667,5,neutral,0,1,0,0,0,present,FALSE,539373,Business,1,1
Profit Rises at Saudi Arabia's Kingdom Holding,8,1,0,0,75,5,neutral,0,1,0,0,0,present,FALSE,539370,Earnings,2,0
Flight 370 Families Critical of Malaysia,6,1,0,0,66.66666667,5.833333333,neutral,0,1,0,0,0,present,FALSE,539364,World News,1,1
"In Gold Miners' Talks, Scale Is Crucial",7,1,0,0,100,4.714285714,neutral,0,1,0,0,0,present,FALSE,539348,Business,1,1
Providing Medical Care in Retail Space,6,1,0,0,83.33333333,5.5,neutral,0,1,0,0,0,present,FALSE,539358,NY Real Estate Commercial,2,0
"Rangers Surge Ahead, Then Fall Flat",6,1,0,0,100,5,neutral,0,1,0,0,0,present,FALSE,539350,NY Sports,1,1
Maybe How You Finish in the NBA Really Does Matter,10,1,0,10,80,4.1,neutral,0,1,0,0,0,present,FALSE,539353,The Count,1,1
"A Year Later in Boston, a Runner Rises",8,1,0,12.5,62.5,3.875,neutral,0,1,0,0,0,present,FALSE,539341,Jason Gay,1,1
Federal Sandy Aid Could Leave Region,6,1,0,0,100,5.166666667,neutral,0,1,0,0,0,present,FALSE,539345,NY Region,2,0
Guides Bear Much of Risk on Everest,7,1,0,0,71.42857143,4.142857143,neutral,0,1,0,0,0,present,FALSE,539343,Asia News,1,1
Former Minister's Lead Grows in Afghan Election,8,1,0,0,75,5.125,neutral,0,1,0,0,0,present,FALSE,539337,World News,2,0
Tech Fall Isn't Seen as Sign of Trouble,9,1,0,0,66.66666667,3.555555556,neutral,0,1,0,0,0,present,TRUE,539344,Abreast of the Market,2,0
BOJ to Stay Bullish on Prices,6,1,0,16.66666667,66.66666667,4,neutral,0,1,0,0,0,present,FALSE,536832,Japan News,1,1
Sea Views in Australia,4,1,0,0,75,4.75,neutral,0,1,0,0,0,present,FALSE,536851,Asia House of the Day,1,1
A Deeper Look Inside the Alex Rodriguez Lawsuit,8,1,0,12.5,75,5,neutral,0,1,0,0,0,present,FALSE,536820,NY Sports,2,0
Shaking Off a Shy Image at Work,7,1,0,0,71.42857143,3.571428571,neutral,0,1,0,0,0,present,FALSE,536801,Work & Family,1,1
Europe Remains More A Vision Than Reality,7,1,0,14.28571429,85.71428571,5,neutral,0,1,0,0,0,present,FALSE,536805,Letters,1,1
Infiniti Is Considering New Car Brand,6,1,0,0,100,5.333333333,neutral,0,1,0,0,0,present,FALSE,536791,Business,1,1
Russia to Finance Hungary's Nuclear Expansion,7,1,0,0,71.42857143,5.714285714,neutral,0,1,0,0,0,present,FALSE,536776,Europe News,2,0
U.S. Journalist Denied Entry to Russia,6,1,0,16.66666667,66.66666667,5.5,negative,3,1,0.333333333,0,0,past,FALSE,536789,Russia News,2,0
A Bouquet Based on a Klimt Masterpiece,7,1,0,14.28571429,57.14285714,4.571428571,neutral,0,1,0,0,0,past,FALSE,536775,Design,2,0
Iran Sanctions Showdown,3,1,0,0,100,7,neutral,0,1,0,0,0,present,FALSE,536774,Review & Outlook (U.S.),2,0
War Has Always Been And Remains Political,7,1,0,0,100,5,neutral,0,1,0,0,0,present,FALSE,536780,Letters,2,0
Hundreds Arrested Over Suspected Spanish Benefit Fraud,7,1,0,0,100,6.857142857,negative,6,1,0.464285714,0,0,past,FALSE,536762,Europe News,1,1
OECD Unemployment Falls,3,1,0,33.33333333,100,7,neutral,0,1,0,0,0,present,FALSE,536761,World News,2,0
U.K. Inflation Rate Falls,4,1,0,25,75,5.5,neutral,0,1,0,0,0,present,FALSE,536742,U.K. News,1,1
Astra Sees Quicker Return to Growth,6,1,0,0,83.33333333,5,neutral,0,1,0,0,0,present,FALSE,536732,European Business News,1,1
Brooklyn Abolitionists Revisited,3,1,0,0,100,10,neutral,0,1,0,0,0,present,FALSE,536733,NY Culture,2,0
The IRS Gets a Pass,5,1,0,20,80,3,neutral,0,1,0,0,0,present,FALSE,536734,Review & Outlook (U.S.),2,0
Alex Rodriguez Takes Fight to the Courts,7,1,0,0,71.42857143,4.857142857,neutral,0,1,0,0,0,present,FALSE,536728,NY Yankees,2,0
Charter Makes Offer for Time Warner Cable,7,1,0,0,85.71428571,5,neutral,0,1,0,0,0,present,FALSE,536721,Business,1,1
The Rules of Men's Jewelry,6,1,0,0,66.66666667,3.666666667,neutral,0,1,0,0,0,present,FALSE,536445,Fashion,2,0
'Volcker Rule' Relief Is Planned,5,1,0,0,100,5.6,neutral,0,1,0,0,0,present,FALSE,536487,Markets Main,1,1
A Party Reporter's Favorite Evening,6,1,0,16.66666667,66.66666667,5.166666667,neutral,0,1,0,0,0,present,FALSE,536450,NY Heard & Scene,2,0
Sundance's Big Star,4,1,0,0,75,4.25,neutral,0,1,0,0,0,present,FALSE,536497,Real Estate,1,1
Thomas Victor Jones,3,1,0,0,100,5.666666667,neutral,0,1,0,0,0,present,FALSE,536496,Review & Outlook (U.S.),1,1
Investors Back Away From Bullish Dollar Bets,7,1,0,0,100,5.428571429,neutral,0,1,0,0,0,present,FALSE,536365,Markets Main,2,0
More Executives Leaving Heinz,4,1,0,0,100,6.5,neutral,1,1,0.125,0,0,present,FALSE,536358,Business,2,0
A British Singer Poised to Pop,6,1,0,16.66666667,66.66666667,4.166666667,neutral,0,1,0,0,0,present,FALSE,536473,Arts & Entertainment,2,0
FAA Investigating Southwest Plane's Landing at Wrong Airport,9,1,0,11.11111111,77.77777778,5.888888889,neutral,0,1,0,0,0,present,FALSE,536429,Business,1,1
"The Long, Delicious Route to My Roots",7,1,0,0,85.71428571,4.428571429,neutral,0,1,0,0,0,present,FALSE,536353,Traveler's Tale,1,1
Brewing Up a Storm,4,1,0,0,75,3.75,neutral,0,1,0,0,0,present,FALSE,536344,Food & Drink,2,0
Jan. 17-24,2,1,0,0,0,4.5,neutral,0,1,0,0,0,present,FALSE,536474,Big Small Talk,1,1
Adventures in Europe's Wild West,6,1,0,0,66.66666667,4.666666667,neutral,2,1,0.166666667,0,0,present,FALSE,536458,Travel,2,0
Roche Names New Medical Chief,5,1,0,0,100,5,neutral,0,1,0,0,0,present,FALSE,536404,Business,1,1
Airbus Posts Record Jet Orders,5,1,0,0,100,5.2,neutral,0,1,0,0,0,present,FALSE,536478,Business,2,0
Oil Futures Fall,3,1,0,0,100,4.666666667,neutral,0,1,0,0,0,present,FALSE,536405,Commodities,1,1
Ariel Sharon,2,1,0,0,100,5.5,neutral,0,1,0,0,0,present,FALSE,536382,Review & Outlook (U.S.),1,1
An Iraq Strategy?,3,1,0,0,100,5,neutral,0,1,0,0,0,present,FALSE,541138,The Journal Editorial Report,2,0
Box Inc. in Talks for Funding,6,1,0,0,50,4,neutral,0,1,0,0,0,present,FALSE,541027,Technology,1,1
"Met Opera's Summer Series, Plus a Radio Launch",9,1,0,0,77.77777778,4.333333333,neutral,0,1,0,0,0,present,FALSE,541084,NY Culture,2,0
Summer Reading for Parents,4,1,0,0,75,5.75,neutral,0,1,0,0,0,present,FALSE,541149,Life & Style,1,1
GOP Factions Do Battle in Mississippi,6,1,0,16.66666667,83.33333333,5.333333333,neutral,0,1,0,0,0,present,FALSE,541074,Politics and Policy,1,1
A Women's Golf Pioneer,5,1,0,20,60,3.8,neutral,0,1,0,0,0,present,FALSE,541035,Golf Journal,2,0
Fitch Downgrades Guatemala Deeper into Junk Territory,7,1,0,0,85.71428571,6.714285714,neutral,0,1,0,0,0,present,FALSE,541144,Latin America News,2,0
This Is South America's World Cup,7,1,0,0,85.71428571,4,neutral,0,1,0,0,0,present,FALSE,541075,World Cup,1,1
FBI Probes Medicare Billing at L.A. Clinic,7,1,0,28.57142857,71.42857143,5.142857143,neutral,0,1,0,0,0,present,FALSE,540991,U.S. News,1,1
Joining the Old and New in Lyme,7,1,0,0,57.14285714,3.571428571,neutral,0,1,0,0,0,present,FALSE,541042,New York House of the Day,2,1
The IRS Memory Hole,4,1,0,25,100,4,neutral,0,1,0,0,0,present,FALSE,541052,Review & Outlook (U.S.),2,1
Why It's Easy for the Mets to Bench Chris Young,11,1,0,0,63.63636364,3.454545455,neutral,0,1,0,0,0,present,FALSE,541025,NY Mets,2,1
"Jane Lynch, Plus an Army of Brass",7,1,0,0,71.42857143,3.857142857,neutral,0,1,0,0,0,present,FALSE,541073,NY Culture,2,1
Lobbyists Play Down Ties Amid Probe,6,1,0,0,100,5,neutral,0,1,0,0,0,present,FALSE,540969,Markets Main,2,1
Georgia-Pacific to Buy Paper Goods Firm,6,1,0,0,66.66666667,5.666666667,neutral,0,1,0,0,0,present,FALSE,541016,Business,1,0
"Black, Brown and Beige",4,1,0,0,75,4.75,neutral,0,1,0,0,0,present,FALSE,541018,Bookshelf,1,0
Corinthian Colleges May Close,4,1,0,0,100,6.5,neutral,0,1,0,0,0,present,FALSE,541026,Business,2,0
Kroger Says Shoppers Gaining Confidence,5,1,0,0,100,7,positive,5,1,0.4,0,0,present,FALSE,540958,Earnings,1,1
U.S. Stocks Close Mostly Higher,5,1,0,20,80,5.4,neutral,0,1,0,0,0,present,FALSE,541037,Today's Markets,2,0
Rite Aid Posts Sharp Profit Decline as Costs Increase,9,1,0,0,88.88888889,5,neutral,0,1,0,0,0,present,FALSE,540980,Earnings,2,0
Jets Cut Running Back Mike Goodson,6,1,0,0,100,4.833333333,neutral,0,1,0,0,0,present,FALSE,540999,NY Jets,1,1
United Launch CEO Says He Is Confident on Russian Engine Deliveries,11,1,0,9.090909091,90.90909091,5.181818182,neutral,0,1,0,0,0,present,FALSE,540923,Business,2,0
Best of the Web Today: New and Improved?,8,1,0,0,62.5,4.125,positive,3,1,0.45,0,0,past,FALSE,540985,Best of the Web Today,1,1
Survey Finds More Defects in New Cars,7,1,0,0,85.71428571,4.428571429,neutral,0,1,0,0,0,present,FALSE,540939,Business,1,1
Meet the Derek Jeter of Shakespeare Plays,7,1,0,0,71.42857143,5,neutral,0,1,0,0,0,present,FALSE,540900,NY Culture,2,0
David Boies Makes His Case,5,1,0,0,100,4.4,neutral,0,1,0,0,0,present,FALSE,540951,Weekend Confidential,1,1
Linda Fried on the Future of Retirement,7,1,0,0,57.14285714,4.714285714,neutral,0,1,0,0,0,present,FALSE,540986,Journal Reports: Leadership,2,0
"U.S. Government Bonds Up on Fed Projections, Yellen Comments",9,1,0,11.11111111,77.77777778,5.777777778,neutral,0,1,0,0,0,present,FALSE,540889,Credit Markets,1,1
Fitch Upgrades Ireland,3,1,0,0,100,6.666666667,neutral,0,1,0,0,0,present,FALSE,542946,Markets Main,2,0
Argentine Bonds Fall Further,4,1,0,0,100,6.25,neutral,0,1,0,0,0,present,FALSE,542955,Markets Main,2,0
"U.S. Factory Output Up in July, Gaining Momentum",8,1,0,12.5,75,5.125,neutral,2,1,0.222222222,0,0,present,FALSE,542919,Economy,2,0
Stocks End Rocky Session Mixed,5,1,0,0,100,5.2,neutral,0,1,0,0,0,present,FALSE,542935,Today's Markets,1,1
Cape Town Is Escape Town,5,1,0,0,100,4,neutral,0,1,0,0,0,present,FALSE,542913,Homes,2,0
What's In Your Bag,5,1,0,0,80,3,neutral,0,1,0,0,0,present,FALSE,542914,Life & Style,1,1
Swedish Builder Puts Its Hooks in U.S. Office Market,9,1,0,11.11111111,77.77777778,4.888888889,neutral,0,1,0,0,0,present,FALSE,537119,Commercial Real Estate,2,0
Secret Service Looks for Target Links,6,1,0,0,83.33333333,5.333333333,neutral,0,1,0,0,0,present,FALSE,536941,Business,2,0
"Bombardier to Lay Off 1,700 Workers",6,1,0,0,66.66666667,5,neutral,0,1,0,0,0,present,FALSE,536947,Business,2,0
More Men in Their Prime Are Out of Work,9,1,0,0,77.77777778,3.444444444,neutral,0,1,0,0,0,present,FALSE,536932,U.S. News,1,1
Investors Fuel Australia Housing Boom,5,1,0,0,100,6.6,neutral,0,1,0,0,0,present,FALSE,536997,Real Estate,1,1
Chinese Investors Turn to Police,5,1,0,0,80,5.6,neutral,0,1,0,0,0,present,FALSE,536937,Asia Markets,2,0
